ssn,phone,city,maritalstatus,fullname,birthdate
381-60-1733,(08)-7504-9114,Indianapolis[11] (Indiana),Single,Lelia Foote,1978-11-01
339-83-1496,(05)-9235-4206,Anaheim (California),Common-Law,Bryant Levron,1985-07-01
408-54-1924,(03)-5794-4289,Chesapeake (Virginia),Divorced,Debbie Clack,1990-07-17
138-83-1074,(09)-7703-2465,Winston–Salem (North Carolina),Divorced,Tim Guidry,1977-12-09
339-55-1263,(07)-3858-5202,San Bernardino (California),Divorced,Allison Douglas,1981-12-26
166-60-1374,(09)-3949-5075,Minneapolis (Minnesota),Divorced,Lakeisha Hawke,1984-02-13
166-85-1019,(05)-5146-9511,Los Angeles (California),Common-Law,Elouise Batten,1969-11-23
408-85-1083,(04)-6975-6480,Memphis (Tennessee),Married,Pamela Hamlin,1972-03-06
425-81-1359,(08)-5330-9661,Tulsa (Oklahoma),Married,Charlotte Ybarra,1988-03-13
238-83-1393,(09)-5794-1478,Los Angeles (California),Married,Kellie Grimmett,1982-02-05
238-18-1635,(08)-7508-2735,Anaheim (California),Common-Law,Jeffrey Astorga,1979-04-28
138-83-1392,(07)-6191-6480,Chesapeake (Virginia),Common-Law,Marcus Krom,1975-12-03
301-30-1083,(03)-5050-2115,Lexington (Kentucky),Single,Reggie Ogden,1983-07-26
224-93-1535,(05)-6812-9523,Phoenix (Arizona),Divorced,Don Panos,1986-09-07
301-30-1758,(08)-6486-6898,Buffalo (New York),Single,Felicia Trapp,1988-07-23
144-82-1159,(09)-5502-2115,Virginia Beach (Virginia),Single,Denny Biggs,1985-08-13
391-60-1093,(04)-3460-3278,San Bernardino (California),Divorced,Margaret Aikin,1970-08-06
391-85-1968,(03)-2926-2315,Miami (Florida),Common-Law,Janita Preece,1979-09-04
216-44-1199,(03)-7973-7414,Orlando (Florida),Divorced,Lizette Langley,1977-12-09
116-23-1629,(04)-3433-3278,Richmond (Virginia),Common-Law,Jules Irby,1981-09-01
323-54-1620,(07)-7973-5202,Detroit (Michigan),Divorced,Annette Agostini,1977-03-13
287-46-1237,(05)-9235-5241,St. Louis (Missouri),Common-Law,Barrett Carpenter,1979-06-28
224-46-1940,(09)-5330-1764,Lincoln (Nebraska),Single,Nadine Stapler,1979-07-08
408-99-1021,(07)-5854-5867,San Francisco (California),Common-Law,Bernita Childers,1989-11-12
166-99-1074,(05)-5502-3345,Tulsa (Oklahoma),Divorced,Joelle Stanfill,1979-08-27
224-51-1893,(05)-1350-1247,Long Beach (California),Divorced,Elma Ridgley,1988-09-12
224-54-1019,(03)-5794-9910,Memphis (Tennessee),Divorced,Lelia Goldsmith,1984-12-22
138-54-1521,(04)-3460-5119,Garland (Texas),Divorced,Colton Goddard,1977-08-27
287-85-1825,(04)-5592-8567,Austin (Texas),Common-Law,Almeta Kong,1975-02-24
391-60-1891,(03)-5902-7434,Fort Worth (Texas),Divorced,Judith Seidel,1987-11-15
224-25-1383,(07)-7703-3554,Colorado Springs (Colorado),Common-Law,Latisha Parham,1974-09-25
144-74-1994,(03)-8435-8567,Oklahoma City (Oklahoma),Divorced,Janay Behr,1980-02-22
224-30-1543,(05)-3433-8507,Orlando (Florida),Married,Tomasa Bowman,1983-06-16
116-46-1602,(05)-9999-6502,Portland (Oregon),Single,Jena Rhymer,1988-02-02
381-30-1805,(09)-5146-5965,Buffalo (New York),Single,Rolando Pool,1985-03-04
425-55-1655,(03)-3339-2115,Atlanta (Georgia),Married,Vonda Lafond,1987-07-27
391-44-1423,(09)-9719-9523,Chesapeake (Virginia),Divorced,Perry Deloach,1974-03-29
381-30-1057,(09)-9235-7370,Baltimore (Maryland),Single,Bruno English,1976-12-08
301-44-1519,(08)-8685-5952,Reno (Nevada),Married,Chasity Givens,1970-10-13
287-55-1950,(09)-9719-1179,Nashville (Tennessee),Married,Sherrie Barcus,1981-08-18
177-44-1676,(08)-9719-2315,Seattle (Washington),Divorced,William Fulmore,1990-06-28
323-81-1535,(05)-5179-7887,Washington (District of Columbia),Divorced,Antonio Navarrete,1981-08-28
116-99-1759,(09)-5502-7887,Lincoln (Nebraska),Divorced,Esperanza Lutz,1972-04-12
368-31-1688,(04)-2298-1764,Louisville (Kentucky),Married,Sallie Beach,1990-02-12
381-23-1423,(07)-7973-3345,Durham (North Carolina),Single,Bettyann Lovett,1989-03-08
320-44-2000,(05)-7973-5388,Gilbert (Arizona),Married,Russell Wang,1982-05-17
391-51-1202,(04)-4858-8567,Cincinnati (Ohio),Common-Law,Elnora Ives,1970-06-13
323-81-1489,(07)-6975-6766,Reno (Nevada),Common-Law,Inell Burkley,1981-01-05
144-44-1871,(09)-8288-3554,Lexington (Kentucky),Divorced,Ofelia Evens,1976-08-28
301-83-1924,(03)-8288-9910,Dallas (Texas),Single,Waltraud Hafford,1984-07-24
391-44-1148,(03)-5580-6898,Seattle (Washington),Common-Law,Natalia Whiteman,1982-10-13
224-23-1376,(07)-9333-7402,Indianapolis[11] (Indiana),Single,Kellie Stevens,1971-05-18
138-54-1329,(04)-6473-9511,North Las Vegas (Nevada),Single,Jeannine Himes,1969-09-25
116-55-1941,(04)-3949-1079,Newark (New Jersey),Common-Law,Brett Braley,1986-12-14
177-34-1463,(05)-8685-2735,Honolulu (Hawaii),Common-Law,Gertrude Cargile,1978-12-17
287-30-1602,(09)-5502-3554,Raleigh (North Carolina),Divorced,Mike Meisel,1979-06-01
279-30-1332,(07)-7504-5388,Virginia Beach (Virginia),Single,Quentin Callahan,1981-03-28
408-85-1664,(05)-9365-7887,Denver (Colorado),Single,Michael Burkett,1971-12-16
224-34-1163,(07)-8685-7402,Los Angeles (California),Married,Ezra Mcelroy,1982-05-30
301-82-1914,(08)-5330-3197,Richmond (Virginia),Divorced,Latisha Fogel,1979-09-20
339-74-1442,(04)-5580-1478,Fresno (California),Married,Nakesha Olsen,1973-04-04
429-93-1093,(04)-7703-9130,Sacramento (California),Single,Bridgette Crandell,1980-10-02
429-51-1543,(09)-7508-8507,Jersey City (New Jersey),Single,Lorrie Crawley,1989-01-05
391-82-1500,(09)-9999-8968,Virginia Beach (Virginia),Single,Terri Borja,1986-11-23
238-25-1519,(05)-3949-1633,Cleveland (Ohio),Married,Karin Hawk,1979-09-03
301-32-1612,(09)-6745-5326,Santa Ana (California),Divorced,Emma Duggan,1969-08-04
116-23-1858,(08)-2926-8507,Newark (New Jersey),Common-Law,Hugh Gonzalez,1982-09-21
429-46-1940,(03)-5146-6480,Fremont (California),Married,Kathie Raulston,1982-08-31
116-82-1193,(04)-6191-3554,Tampa (Florida),Divorced,Brice Crane,1977-03-08
177-93-1000,(05)-1199-6681,Nashville (Tennessee),Single,Christena Vanarsdale,1974-08-08
323-32-1401,(09)-7703-5119,Virginia Beach (Virginia),Divorced,Dayle Erskine,1987-03-10
279-82-1269,(07)-2905-8640,Baton Rouge (Louisiana),Common-Law,Hope Sumner,1975-12-12
238-34-1202,(03)-5902-6502,Tulsa (Oklahoma),Married,Christena Morman,1982-11-06
177-18-1551,(07)-3858-8942,San Diego (California),Married,Haley Mcauliffe,1990-03-06
287-34-1468,(07)-5002-9114,Aurora (Colorado),Common-Law,Marta Crouch,1979-05-29
408-85-1000,(07)-9719-5867,Memphis (Tennessee),Married,Salena Garland,1971-06-01
408-82-1313,(03)-2905-4444,Atlanta (Georgia),Common-Law,Yadira Maclennan,1989-10-23
323-46-1514,(07)-9333-9910,Boise (Idaho),Single,Beatriz Adkins,1982-01-13
177-55-1995,(07)-2905-5326,Oakland (California),Married,Lacie Mercer,1974-01-08
224-31-1022,(04)-3433-1452,Anaheim (California),Divorced,Alena Calkins,1970-07-26
391-99-1253,(05)-2905-5965,St. Louis (Missouri),Common-Law,Imogene Evans,1982-01-06
425-82-1019,(07)-9719-2735,Pittsburgh (Pennsylvania),Single,Wilfredo Lockard,1990-10-16
166-23-1313,(04)-2926-4206,Colorado Springs (Colorado),Married,Kanesha Ponds,1981-08-20
116-99-1992,(07)-6812-7286,Garland (Texas),Single,Clifford Killebrew,1980-04-20
425-23-1856,(04)-5146-2465,Glendale (Arizona),Common-Law,Tamra Danley,1969-10-30
287-82-1435,(05)-3433-2115,Long Beach (California),Single,Fidel Chiles,1990-11-21
279-81-1301,(04)-7905-7191,San Diego (California),Married,Jodi Cohrs,1979-04-02
287-81-1291,(05)-5902-9114,Sacramento (California),Single,Maurice Galloway,1986-01-27
166-83-1171,(04)-9719-4289,Greensboro (North Carolina),Common-Law,Sue Betty,1987-12-24
238-46-1883,(04)-7973-1423,Madison (Wisconsin),Divorced,Herbert Soluri,1975-11-19
279-34-1393,(05)-6975-5965,Stockton (California),Married,Randall Jacobs,1971-08-04
323-60-1615,(09)-6486-5119,San Antonio (Texas),Married,Malcom Gustafson,1979-06-10
408-25-1922,(08)-9854-7208,Lubbock (Texas),Single,Viola Jolley,1974-06-28
381-44-1083,(08)-6975-4394,Oakland (California),Married,Ila Arndt,1975-11-25
429-85-1506,(07)-3433-8055,Charlotte (North Carolina),Single,Lacie Truex,1977-06-18
381-32-1500,(03)-2926-9470,Kansas City (Missouri),Married,Herminia Dildy,1982-10-31
429-32-1732,(04)-7703-5036,Greensboro (North Carolina),Common-Law,Marcellus Hartung,1979-04-19
216-83-1602,(05)-5146-5202,Chicago (Illinois),Single,Wesley Dunneback,1977-10-23
339-55-1000,(08)-1350-4345,Chandler (Arizona),Common-Law,Dirk Andres,1973-07-29
279-82-1620,(09)-9719-2115,Oklahoma City (Oklahoma),Single,Alisa Albro,1971-12-31
408-85-1940,(09)-5002-4983,San Francisco (California),Married,Alonzo Falcon,1974-01-04
166-18-1199,(08)-6473-6629,Glendale (Arizona),Single,Luanne Brent,1983-06-03
301-32-1315,(03)-5580-4983,Durham (North Carolina),Common-Law,Vince Ashby,1988-01-24
429-31-1359,(07)-5002-6898,Irvine (California),Married,Gladys Lemley,1970-07-12
279-25-1020,(04)-5002-7208,New Orleans (Louisiana),Divorced,Patricia Moyer,1972-06-02
138-30-1074,(08)-5146-9661,Detroit (Michigan),Single,Bruno Sedlacek,1990-05-14
144-82-1240,(05)-2926-4345,Arlington (Texas),Divorced,Lydia Servais,1976-08-02
177-23-1140,(07)-5854-6480,Boise (Idaho),Married,Tonia Pichardo,1987-10-10
339-34-1376,(07)-3460-4176,Corpus Christi (Texas),Married,Ron Stamm,1970-03-11
339-74-1809,(09)-8685-2725,Philadelphia[8] (Pennsylvania),Single,Lamar Moffett,1986-04-15
238-30-1605,(07)-5002-8055,Chesapeake (Virginia),Common-Law,Geoffrey Patti,1969-01-14
368-82-1907,(08)-9719-6766,Chicago (Illinois),Single,Sasha Arnette,1990-08-22
320-32-1629,(08)-3949-6629,Lubbock (Texas),Divorced,Luz England,1976-08-01
138-74-1227,(04)-4370-3197,San Bernardino (California),Married,Carrie Vessels,1974-11-07
425-83-1995,(04)-3949-8640,Greensboro (North Carolina),Married,Brooke Vicini,1990-05-16
287-44-1148,(05)-6975-7887,Winston–Salem (North Carolina),Single,Louie Gaines,1981-09-24
408-54-1914,(03)-6745-5686,Lincoln (Nebraska),Married,Dominic Levin,1971-08-19
116-83-1957,(05)-5050-6781,Albuquerque (New Mexico),Single,Henry Imler,1980-06-12
138-51-1285,(04)-9333-7414,Tulsa (Oklahoma),Common-Law,Marilynn Thompson,1980-02-01
216-82-1666,(07)-6975-9470,Fort Worth (Texas),Single,Ezra Thornberry,1989-08-05
166-31-1941,(04)-5794-4983,Phoenix (Arizona),Divorced,Kurtis Tores,1981-11-03
368-99-1262,(09)-8288-5970,Atlanta (Georgia),Single,Natalia Militello,1986-07-11
339-83-1858,(03)-1199-6535,Bakersfield (California),Married,Mellissa Sale,1983-08-27
177-34-1583,(09)-1199-6781,San Francisco (California),Common-Law,Ofelia Friend,1990-05-17
301-54-1801,(03)-6486-2611,Oakland (California),Single,Marina Bensen,1980-12-08
238-81-1344,(08)-3858-2735,Tucson (Arizona),Divorced,Margaret Hollingsworth,1973-06-08
238-74-1837,(04)-9999-3563,Richmond (Virginia),Divorced,Adeline Baumgart,1973-10-09
224-34-1739,(03)-3339-6362,Greensboro (North Carolina),Single,Gino Chairez,1978-10-22
429-85-1840,(09)-7703-3997,Oklahoma City (Oklahoma),Single,Nikki Gable,1971-09-25
287-23-1392,(03)-3468-5241,Los Angeles (California),Single,Latoya Choe,1986-12-30
391-99-1545,(05)-1350-5075,Greensboro (North Carolina),Common-Law,Amos Shisler,1987-09-22
425-46-1259,(09)-2298-7370,Charlotte (North Carolina),Single,Malcom Walker,1980-05-09
408-25-1703,(08)-5330-7659,Charlotte (North Carolina),Married,Ileana Loyd,1975-02-18
391-60-1732,(05)-5002-9523,Jacksonville (Florida),Single,Bob Barlett,1982-11-21
216-82-1664,(08)-6865-6922,Jacksonville (Florida),Single,Ernestine Mak,1981-06-25
323-93-1259,(05)-6473-3325,Winston–Salem (North Carolina),Common-Law,Janet Tice,1976-10-07
391-51-1483,(05)-7504-3325,Jacksonville (Florida),Common-Law,Malcolm Stout,1980-10-28
177-23-1801,(04)-9235-8507,Hialeah (Florida),Married,Lori Shellenbarger,1988-09-04
166-34-1535,(09)-5592-2315,Greensboro (North Carolina),Married,Nathan Dahl,1973-04-12
323-23-1521,(08)-5002-4394,Denver (Colorado),Married,Magen Thibault,1985-12-07
301-74-1202,(08)-6745-8223,Glendale (Arizona),Common-Law,Henrietta Guarino,1973-07-22
425-55-1405,(08)-6191-7527,Aurora (Colorado),Single,Georgianne Lomas,1986-03-24
116-60-1758,(07)-5854-3997,Dallas (Texas),Common-Law,Madeline Kisner,1986-04-08
408-25-1514,(03)-3460-6781,Aurora (Colorado),Married,Felecia Brzezinski,1987-04-08
138-51-1145,(03)-6191-1114,Long Beach (California),Divorced,Hedwig Sumrall,1969-11-23
116-93-1732,(08)-5179-4208,San Bernardino (California),Single,Karl Rodrigue,1990-01-22
116-51-1158,(04)-1199-3038,Tucson (Arizona),Single,Ricky Collum,1972-05-20
429-31-1283,(05)-7504-1079,Long Beach (California),Married,Deidre Toney,1969-02-19
320-83-1647,(05)-5502-1633,Jacksonville (Florida),Single,Norma Shaughnessy,1989-10-09
279-23-1958,(05)-9235-3197,Boston (Massachusetts),Single,Giuseppe Aguilar,1976-08-22
320-82-1529,(08)-3468-5202,Columbus (Ohio),Divorced,Annabelle Gallup,1979-01-08
116-44-1051,(04)-5854-6629,Honolulu (Hawaii),Divorced,Denis Kong,1988-03-11
301-25-1061,(03)-6473-4394,Bakersfield (California),Divorced,Lucile Crenshaw,1969-08-12
368-32-1985,(08)-9292-6766,Chandler (Arizona),Married,Melinda Galvan,1985-08-10
301-99-1914,(05)-2905-8432,Fort Wayne (Indiana),Divorced,Joe Foerster,1974-01-16
408-55-1276,(08)-2298-2465,Austin (Texas),Common-Law,Sallie Courts,1975-02-15
339-99-1423,(04)-5125-4606,Minneapolis (Minnesota),Divorced,Quentin Montano,1985-07-05
339-85-1442,(05)-4286-5075,Long Beach (California),Single,Marcy Crowl,1984-12-11
408-93-1224,(07)-7504-1179,San Bernardino (California),Common-Law,Gretchen Kroger,1973-08-09
429-60-1227,(08)-9365-8507,Plano (Texas),Common-Law,Rodolfo Harder,1987-08-04
144-60-1635,(05)-5580-8567,Detroit (Michigan),Single,Wiley Hoagland,1983-02-06
216-81-1811,(05)-4858-4339,Gilbert (Arizona),Divorced,Enid Mastropietro,1970-01-29
368-18-1914,(04)-8685-6480,Columbus (Ohio),Divorced,Daisy Hartnett,1984-09-11
429-32-1723,(03)-1199-7659,Minneapolis (Minnesota),Single,Beatriz Markle,1971-01-21
339-51-1871,(08)-7905-1433,Newark (New Jersey),Common-Law,Lacie Dukes,1982-03-14
429-55-1643,(09)-3858-6898,Seattle (Washington),Divorced,Lacie Lockhart,1987-08-04
224-85-1492,(08)-5125-7527,Long Beach (California),Married,Byron Schaffer,1970-04-14
408-85-1519,(03)-8435-7370,Glendale (Arizona),Married,Jeannette Eugene,1986-08-30
238-83-1468,(05)-9333-5019,Glendale (Arizona),Single,Otto Cardona,1972-08-29
381-83-1193,(04)-4370-4345,Austin (Texas),Single,Pauline Bednarz,1977-06-28
368-83-1401,(05)-5854-4444,North Las Vegas (Nevada),Single,Shawn Ricketts,1979-09-25
381-51-1000,(04)-5125-3997,Memphis (Tennessee),Divorced,Taryn Warren,1972-01-04
425-31-1891,(05)-9719-8968,San Francisco (California),Divorced,Lyndsey Atchley,1988-02-07
238-82-1840,(03)-5592-5867,Chesapeake (Virginia),Married,Ofelia Bottom,1977-06-04
429-25-1479,(03)-3433-6681,New York (New York),Single,Mitchel Carrington,1986-09-23
177-30-1974,(08)-1199-8507,Corpus Christi (Texas),Single,Philip Joly,1973-07-30
279-74-1022,(05)-3460-7191,Orlando (Florida),Single,Kassandra Dailey,1975-05-14
116-46-1893,(09)-5050-4508,Cleveland (Ohio),Common-Law,Jaclyn Nicholson,1990-10-30
216-30-1612,(09)-5902-3197,Fort Worth (Texas),Common-Law,Earlene Gaudette,1973-07-06
216-60-1137,(04)-9854-5075,Sacramento (California),Common-Law,Lakia Mcinnis,1982-06-12
116-81-1809,(07)-7973-2465,New Orleans (Louisiana),Single,Edmundo Stevens,1988-11-03
301-18-1216,(08)-3858-5075,Newark (New Jersey),Single,Raymundo Bivens,1977-06-15
408-51-1492,(07)-6975-7434,Las Vegas (Nevada),Common-Law,Bridgette Soukup,1975-05-01
138-60-1021,(09)-6191-5686,Jacksonville (Florida),Married,Ross Hiebert,1988-12-13
429-83-1822,(04)-5002-6781,Anaheim (California),Divorced,Pedro Clemons,1971-09-25
238-30-1050,(07)-5002-7352,Lexington (Kentucky),Common-Law,Magen Samaniego,1971-01-01
368-25-1629,(08)-6975-9114,Pittsburgh (Pennsylvania),Divorced,Jeffrey Howell,1984-05-28
138-82-1643,(09)-5794-4444,El Paso (Texas),Single,Felipe Yow,1973-08-31
166-82-1941,(09)-3468-2115,Baltimore (Maryland),Married,Michelle Chubb,1972-01-28
368-30-1856,(04)-6473-3563,Orlando (Florida),Common-Law,Erin Townsend,1983-08-22
238-93-1288,(04)-5854-4508,Fort Worth (Texas),Common-Law,Jacqueline Costanza,1972-04-13
216-74-1376,(03)-7973-8942,Saint Paul (Minnesota),Common-Law,Catherine Mulhern,1986-06-19
177-31-1727,(09)-2905-3554,Honolulu (Hawaii),Common-Law,Janna Oyler,1989-07-13
425-23-1235,(05)-6975-1433,Charlotte (North Carolina),Divorced,Donn Gholston,1982-09-04
216-23-1872,(07)-1199-7456,Omaha (Nebraska),Common-Law,Edmund Hammonds,1980-06-28
391-60-1289,(04)-5062-7352,Dallas (Texas),Common-Law,Anne Repass,1975-01-14
238-51-1367,(03)-5794-4339,Baton Rouge (Louisiana),Single,Rosaura Pederson,1990-07-29
391-30-1882,(09)-3468-3262,Fresno (California),Single,Brendan Hoard,1983-03-08
279-44-1733,(05)-6486-5036,Atlanta (Georgia),Common-Law,Geraldine Gaston,1987-09-18
116-74-1227,(08)-5002-8548,Hialeah (Florida),Married,Mathilda Beeson,1973-03-28
320-25-1579,(08)-8288-6535,Detroit (Michigan),Married,Lawerence Perrin,1979-07-28
429-60-1331,(07)-3320-4983,Columbus (Ohio),Single,Leah Schwab,1974-11-16
166-23-1703,(05)-1199-2465,Fresno (California),Divorced,Millie Benjamin,1981-08-24
391-82-1635,(08)-5794-7352,Dallas (Texas),Common-Law,Warren Tabares,1969-05-21
381-81-1985,(07)-5902-5075,Baltimore (Maryland),Married,Ira Andrew,1974-04-02
339-74-1217,(05)-4286-4345,Seattle (Washington),Married,Cameron Palma,1979-11-14
408-82-1602,(04)-5002-6898,Dallas (Texas),Single,Christie Pickett,1984-08-24
408-18-1828,(08)-9719-7434,Wichita (Kansas),Married,Desiree Wooley,1986-08-07
429-99-1262,(05)-8685-5952,San Francisco (California),Common-Law,Laurie Hoover,1983-08-11
339-99-1074,(04)-9235-3563,Cleveland (Ohio),Single,Stacee Mincey,1969-09-05
166-54-1772,(08)-8685-7191,Honolulu (Hawaii),Single,Inell Schumacher,1969-06-19
279-54-1442,(05)-9719-7659,Washington (District of Columbia),Divorced,Nora Sigler,1983-07-26
144-30-1535,(09)-4286-5388,Arlington (Texas),Married,Fallon Key,1979-07-29
301-82-1332,(04)-6191-7456,Colorado Springs (Colorado),Divorced,Phuong Wahl,1976-07-24
138-54-1423,(05)-7508-2611,Kansas City (Missouri),Married,Olga Elmer,1982-12-03
381-31-1331,(03)-5794-1079,Cleveland (Ohio),Married,Nickolas Cuellar,1980-03-12
224-83-1050,(07)-3433-6480,Toledo (Ohio),Divorced,Tad James,1980-01-22
238-60-1442,(08)-9292-5686,Miami (Florida),Common-Law,Barbara Lee,1976-10-31
287-93-1753,(05)-9365-6766,Greensboro (North Carolina),Single,Judith Parmer,1980-05-18
144-82-1492,(07)-3468-1079,Las Vegas (Nevada),Divorced,Maybell Elswick,1978-01-26
279-82-1022,(03)-3339-2735,Buffalo (New York),Married,Marvin Shafer,1981-10-30
425-85-1957,(03)-9854-4634,Orlando (Florida),Divorced,Frieda Masters,1975-09-08
339-81-1511,(09)-4370-6781,Charlotte (North Carolina),Married,Reva Oster,1980-05-12
287-51-1778,(04)-5125-1433,Corpus Christi (Texas),Married,Hellen Sutton,1978-11-17
279-93-1285,(04)-6975-2725,Austin (Texas),Married,Enid Mosley,1977-06-14
339-99-1289,(07)-9854-8548,Houston (Texas),Married,Katrina Warner,1973-04-20
287-23-1262,(07)-5330-6362,Scottsdale (Arizona),Common-Law,Delma Cueto,1977-12-23
238-55-1329,(08)-5854-7208,Fort Wayne (Indiana),Single,Franklin Parker,1972-11-05
368-93-1692,(07)-4370-1433,Gilbert (Arizona),Common-Law,Lyda Harvell,1980-07-12
301-18-1043,(07)-8685-8968,Fremont (California),Common-Law,Rory Fife,1988-11-21
166-25-1489,(03)-8685-3997,Fremont (California),Divorced,Erma Junker,1983-12-05
391-85-1324,(09)-5062-5036,Long Beach (California),Married,Opal Li,1987-07-19
116-74-1883,(05)-9365-9130,Anaheim (California),Married,Marnie Prange,1990-07-09
166-55-1979,(07)-5125-7434,St. Louis (Missouri),Married,Orville Sweet,1984-11-11
166-44-1048,(07)-7905-3038,Houston (Texas),Married,Alyce Huseby,1973-03-13
279-51-1401,(03)-1350-2725,Boston (Massachusetts),Single,Sang Mcdill,1989-02-24
381-82-1837,(03)-4286-8507,Los Angeles (California),Married,Teodora Anspach,1976-02-24
425-54-1643,(05)-5854-1423,Richmond (Virginia),Common-Law,Garry Gaskell,1986-11-26
238-18-1676,(09)-8288-5241,Raleigh (North Carolina),Single,Nettie Branan,1980-11-18
320-60-1158,(03)-5002-6535,Anaheim (California),Common-Law,Nichelle Arteaga,1989-01-02
381-83-1043,(07)-9719-4508,Wichita (Kansas),Common-Law,Mireya Eckert,1972-04-02
238-34-1011,(09)-5146-7414,Las Vegas (Nevada),Single,Chasity Risinger,1969-11-13
116-81-1811,(09)-8435-4208,Lubbock (Texas),Divorced,Clint Estes,1974-10-20
116-34-1957,(05)-7703-3262,Denver (Colorado),Common-Law,Jerald Berry,1978-02-20
177-81-1501,(05)-3949-6480,Saint Paul (Minnesota),Divorced,Claudia Bartholomew,1974-09-03
320-23-1163,(04)-5330-8942,Houston (Texas),Divorced,Kristin Delaney,1972-02-27
238-54-1038,(04)-6975-3554,St. Petersburg (Florida),Divorced,Jean Naranjo,1979-01-29
408-81-1393,(04)-3460-6500,St. Louis (Missouri),Married,Pennie Ennis,1981-10-31
381-60-1313,(09)-3339-5388,Chula Vista (California),Common-Law,Greg Ford,1989-03-25
