ccntype,ccn,validthru,key,pin,quota
U.S. Bank,3608-2067-5696-1551,2023-06-26,4825,373,1700
Capital One,3608-1395-5470-1668,2021-09-07,6099,644,1100
MasterCard,3608-1333-5152-1381,2019-02-04,2939,792,1200
Chase,3608-1782-5470-1844,2022-07-21,7754,114,1800
Visa,3608-1192-4994-1558,2022-07-24,5119,280,1200
Wells Fargo,3608-1682-5132-1185,2018-02-18,3904,275,1900
Discover,3608-2751-4158-1900,2022-09-16,2059,164,1300
Discover,3608-2507-5983-1718,2024-04-30,3989,665,1000
BarclayCard US,3608-2596-5791-1999,2018-09-13,7951,524,1800
Wells Fargo,3608-2067-5766-1892,2019-06-21,5367,942,1600
BarclayCard US,3608-1333-5724-1009,2023-07-16,7691,878,1000
USAA,3608-2588-4580-1968,2020-01-20,7913,899,1500
Bank of America,3608-2067-5766-1617,2024-01-14,6944,241,1600
MasterCard,3608-2507-5015-1157,2018-07-30,7558,609,1900
PNC,3608-2588-5691-1068,2019-01-25,6005,198,1700
Chase,3608-2968-5696-1795,2023-04-21,2592,021,1200
Wells Fargo,3608-1721-4394-1613,2018-08-24,3653,918,1400
Discover,3608-2800-4523-1182,2022-07-19,5821,722,1900
Discover,3608-1721-5791-1837,2018-04-08,6123,073,1500
USAA,3608-2800-4458-1300,2025-01-15,6539,944,1400
Wells Fargo,3608-1782-4318-1856,2018-05-17,7699,664,1200
Bank of America,3608-2067-4856-1300,2018-06-06,3412,551,1600
USAA,3608-2751-5638-1129,2020-03-22,7014,060,1400
Citibank,3608-1721-5132-1916,2022-07-16,6907,224,1000
PNC,3608-2067-5766-1188,2022-08-04,4364,197,1400
Capital One,3608-1192-5489-1629,2024-08-25,7345,451,1700
U.S. Bank,3608-1333-5988-1255,2019-08-15,3679,161,1100
USAA,3608-2588-5394-1717,2020-10-26,5428,631,1300
MasterCard,3608-2067-4383-1682,2020-02-12,6591,720,1700
PNC,3608-1682-4342-1024,2022-03-01,4557,139,1100
BarclayCard US,3608-1192-4394-1245,2021-02-09,4999,486,1100
BarclayCard US,3608-2800-5470-1300,2023-06-12,3332,425,1900
American Express,3608-2507-5632-1094,2025-02-26,2285,858,1100
Bank of America,3608-1782-5015-1717,2019-09-15,4926,248,1200
Visa,3608-2181-5750-1322,2021-12-31,6946,051,1600
American Express,3608-2507-4523-1983,2019-11-11,3654,499,1900
Wells Fargo,3608-2968-5745-1129,2024-09-10,4676,615,1700
American Express,3608-2181-5766-1476,2020-08-13,7816,600,1900
Capital One,3608-2968-5333-1839,2019-11-25,6636,768,1900
Bank of America,3608-2751-5394-1292,2022-03-28,3605,705,2000
Bank of America,3608-2596-4856-1181,2024-09-14,3878,616,1400
USAA,3608-1395-4523-1220,2019-07-22,5963,419,1000
Chase,3608-1721-4160-1216,2023-10-24,2241,264,1100
Capital One,3608-2507-5696-1837,2018-07-10,5242,706,2000
PNC,3608-2968-5470-1255,2024-01-25,3596,512,1200
MasterCard,3608-2751-4523-1322,2024-12-27,7306,672,1600
Capital One,3608-1721-4668-1198,2020-12-31,7071,597,1700
American Express,3608-2968-5132-1188,2020-06-21,2423,571,1300
U.S. Bank,3608-2067-5983-1435,2024-07-17,2433,123,2000
American Express,3608-1682-5766-1220,2024-10-03,3501,150,1900
Visa,3608-2596-5634-1935,2018-10-03,4381,112,1700
Bank of America,3608-1682-4038-1255,2018-06-27,6071,683,1400
MasterCard,3608-2751-4160-1130,2021-03-17,2837,648,1500
Chase,3608-2507-4318-1838,2019-07-03,2598,535,1600
Bank of America,3608-1333-4383-1054,2021-04-04,4067,809,1200
Chase,3608-1782-5394-1129,2025-07-22,2819,549,1900
BarclayCard US,3608-1333-4264-1163,2024-07-15,6116,326,2000
American Express,3608-2507-5333-1983,2024-05-24,3856,057,1900
PNC,3608-2067-4445-1915,2023-10-11,2416,802,1600
American Express,3608-2968-4445-1052,2024-01-15,2370,890,1300
American Express,3608-1782-4354-1603,2024-08-28,3657,745,1600
BarclayCard US,3608-2507-5152-1838,2018-05-29,3263,668,1100
BarclayCard US,3608-2067-5038-1394,2025-07-16,5000,170,1300
Discover,3608-2968-4668-1181,2024-12-27,2137,141,1700
Discover,3608-2588-4038-1603,2022-05-11,6228,786,1100
BarclayCard US,3608-1395-5015-1361,2023-07-18,6908,303,1300
Discover,3608-1192-4856-1705,2018-01-22,2094,607,1000
USAA,3608-2751-4344-1761,2024-06-05,7890,991,1800
Wells Fargo,3608-2800-5890-1383,2018-02-15,5183,041,1800
Chase,3608-2507-4318-1900,2023-09-18,3123,895,1800
American Express,3608-1395-5152-1121,2021-11-11,6609,522,1700
Wells Fargo,3608-1721-4445-1686,2019-01-18,5811,306,1100
Bank of America,3608-2507-4158-1583,2019-08-31,6957,323,2000
MasterCard,3608-1782-5015-1686,2021-04-26,2442,732,1800
PNC,3608-1721-4458-1351,2021-12-29,6765,276,1600
Chase,3608-2751-4264-1558,2024-04-10,7833,863,1100
American Express,3608-2596-4038-1837,2022-05-16,2370,028,1700
American Express,3608-1782-5634-1014,2024-01-13,7770,878,1500
PNC,3608-2181-5884-1718,2024-01-31,4061,040,1100
Visa,3608-2968-5152-1537,2023-12-11,5549,622,1900
Wells Fargo,3608-2968-5983-1572,2021-08-15,5793,927,1600
MasterCard,3608-2596-5152-1064,2018-04-24,6377,901,1700
Capital One,3608-2507-4445-1217,2018-03-19,3540,599,1800
Citibank,3608-1782-4951-1278,2020-06-23,7312,607,1500
PNC,3608-1192-5632-1064,2018-05-12,5932,042,1000
Chase,3608-1395-5724-1915,2018-05-18,4650,486,1500
Discover,3608-2800-4580-1976,2019-11-12,6703,189,1800
BarclayCard US,3608-1782-4038-1188,2021-03-22,2911,173,1700
Discover,3608-2751-4445-1245,2018-09-04,5214,927,1800
Wells Fargo,3608-1192-5632-1629,2021-02-10,6614,119,1200
American Express,3608-1333-5884-1399,2025-10-16,4547,093,1400
PNC,3608-1782-5015-1109,2018-01-15,2812,436,1300
American Express,3608-2181-4711-1844,2018-06-11,4723,559,1800
Bank of America,3608-1192-5724-1215,2018-05-07,6587,170,1500
Visa,3608-1192-4288-1572,2023-11-07,7298,040,1800
USAA,3608-2968-5632-1428,2019-02-23,4171,319,1300
U.S. Bank,3608-1395-4668-1589,2022-12-07,3140,718,1900
USAA,3608-1782-4445-1440,2024-09-05,6921,246,1900
American Express,3608-2968-4160-1377,2021-11-21,3872,066,1200
Bank of America,3608-2181-4458-1245,2019-03-16,6184,699,1000
Visa,3608-1782-5756-1617,2024-05-15,6567,730,1800
Discover,3608-1395-4160-1381,2019-04-01,5017,544,1500
Discover,3608-2507-5983-1399,2018-06-03,2584,868,1400
USAA,3608-2588-5470-1442,2019-10-08,4562,333,1600
Citibank,3608-1333-5766-1631,2022-11-27,5404,563,1500
American Express,3608-2507-5745-1682,2019-08-31,3702,209,1700
BarclayCard US,3608-2751-5791-1717,2024-01-16,5726,748,1800
Chase,3608-2181-5791-1189,2025-10-06,3761,768,1800
Discover,3608-2800-4342-1718,2024-12-24,4074,982,1000
BarclayCard US,3608-1395-5407-1617,2024-10-18,4091,283,1700
BarclayCard US,3608-2596-4160-1617,2019-08-13,5376,206,1900
Bank of America,3608-2181-4160-1215,2020-10-20,2904,410,1100
Visa,3608-2181-5696-1399,2020-03-12,2951,170,1100
BarclayCard US,3608-1721-4856-1518,2025-06-16,7360,631,1300
Wells Fargo,3608-2751-5890-1838,2025-05-04,3477,549,1900
Wells Fargo,3608-2751-5638-1440,2025-08-29,4030,496,1100
BarclayCard US,3608-2181-4523-1476,2019-01-17,3641,100,1200
Capital One,3608-1333-4394-1837,2024-07-18,7081,838,1200
USAA,3608-2596-5015-1828,2025-07-31,3197,847,2000
MasterCard,3608-2800-5470-1583,2020-04-15,5168,301,1300
BarclayCard US,3608-1721-4354-1583,2024-07-02,4206,441,2000
USAA,3608-2800-4344-1068,2025-12-30,7217,070,2000
MasterCard,3608-2588-4458-1216,2025-06-11,2624,433,1000
PNC,3608-1192-5489-1274,2021-11-04,4212,229,1200
Chase,3608-1395-5724-1292,2024-03-27,7249,551,1700
Wells Fargo,3608-1782-5766-1435,2023-10-03,3207,895,1100
PNC,3608-2800-5394-1804,2022-03-20,3173,450,1800
Wells Fargo,3608-2968-4288-1383,2018-01-04,2682,059,1600
PNC,3608-2751-5638-1705,2020-05-18,7072,150,1600
American Express,3608-2596-4994-1383,2023-05-06,6395,738,1400
PNC,3608-1721-4158-1583,2020-09-25,6980,369,1900
Bank of America,3608-2596-5489-1821,2025-05-05,3186,023,1000
PNC,3608-1782-5750-1673,2024-04-09,7154,874,1400
U.S. Bank,3608-2588-5724-1623,2024-03-28,2147,412,1200
American Express,3608-1192-4951-1351,2018-08-24,6162,949,1700
Visa,3608-2800-4994-1361,2021-09-01,3289,903,1900
Discover,3608-2968-5634-1497,2020-02-10,5125,449,1800
Wells Fargo,3608-1682-5030-1442,2022-07-28,6508,987,1600
Visa,3608-1721-5038-1190,2022-08-17,5363,024,1200
Visa,3608-1782-5988-1306,2019-12-29,4749,152,1300
Visa,3608-1192-5890-1980,2024-07-05,7808,431,1400
MasterCard,3608-1192-5632-1130,2019-01-02,6394,804,1300
U.S. Bank,3608-1192-5196-1717,2018-12-18,4131,431,1000
American Express,3608-2507-5724-1399,2022-06-08,5001,740,1900
Wells Fargo,3608-1395-4318-1245,2020-09-29,7768,105,1700
MasterCard,3608-2596-4951-1617,2024-11-05,3614,948,1900
Bank of America,3608-2751-5489-1705,2021-10-19,4039,389,1600
U.S. Bank,3608-1682-4711-1216,2021-04-21,7413,703,1200
Visa,3608-1782-5884-1265,2018-05-07,7503,694,1200
BarclayCard US,3608-1721-4394-1014,2020-08-07,7581,456,1100
Visa,3608-2067-4264-1614,2019-10-09,3927,337,1200
BarclayCard US,3608-1721-4394-1537,2019-08-22,2536,069,1200
Chase,3608-2968-5634-1915,2025-01-20,5336,021,1400
BarclayCard US,3608-2588-4856-1837,2024-02-08,5384,707,1500
U.S. Bank,3608-2968-4383-1572,2020-06-26,4049,512,1900
American Express,3608-2067-5394-1593,2019-05-27,6012,141,1800
Capital One,3608-1782-4668-1915,2023-06-16,2201,538,1200
Capital One,3608-2181-4394-1109,2020-09-30,6893,062,1200
Bank of America,3608-1395-4711-1936,2019-06-25,8018,636,2000
Discover,3608-2588-5884-1274,2019-01-12,4886,420,1400
PNC,3608-2588-4005-1804,2025-01-27,7563,822,1200
Wells Fargo,3608-1782-4158-1344,2024-12-24,5158,328,1100
Citibank,3608-2800-4394-1844,2018-10-31,6073,381,1300
American Express,3608-2968-5890-1828,2018-05-14,7740,631,1200
U.S. Bank,3608-2751-5884-1435,2020-04-30,3317,951,2000
Wells Fargo,3608-2067-4523-1673,2022-12-27,5235,515,1400
U.S. Bank,3608-1333-5407-1038,2023-08-17,4417,925,1000
Chase,3608-1395-5132-1596,2020-03-03,5876,425,1200
PNC,3608-1682-5030-1428,2023-09-23,7245,919,1800
MasterCard,3608-2968-4318-1189,2023-10-31,3643,711,1800
Discover,3608-2588-4264-1300,2025-12-02,2002,683,1400
Capital One,3608-2067-5030-1306,2020-12-26,3733,492,1400
Visa,3608-1395-5724-1744,2023-10-29,5509,072,1300
MasterCard,3608-2800-5015-1377,2021-08-05,2119,546,1900
Chase,3608-1782-4160-1960,2022-01-20,5800,447,2000
MasterCard,3608-1682-5691-1024,2025-10-26,5623,070,2000
Bank of America,3608-1395-4236-1960,2022-03-13,6085,881,1800
Chase,3608-2067-5696-1558,2023-05-02,5050,313,1500
Discover,3608-1682-4288-1838,2018-01-07,4211,790,2000
USAA,3608-2800-5038-1361,2020-11-24,5350,179,1500
Capital One,3608-2181-5333-1794,2019-04-08,7924,711,1900
BarclayCard US,3608-2751-4005-1668,2021-03-29,4872,515,1200
American Express,3608-1333-4711-1795,2023-06-07,4051,225,1000
USAA,3608-2588-5724-1399,2024-08-27,5609,996,1300
Bank of America,3608-1782-5691-1407,2022-01-08,3520,407,1000
Bank of America,3608-2588-4038-1637,2020-10-17,2823,455,1100
U.S. Bank,3608-2067-4005-1682,2024-05-22,7974,330,1000
Visa,3608-1333-5038-1014,2018-08-15,4566,729,1200
Discover,3608-2800-5724-1215,2023-07-09,1974,535,1300
Citibank,3608-2067-5459-1189,2024-03-13,3694,086,1300
Citibank,3608-2067-5038-1442,2018-08-09,4959,508,1300
Visa,3608-1682-5196-1157,2024-02-25,3555,514,1200
PNC,3608-2968-4329-1476,2019-04-17,5859,495,1300
PNC,3608-1192-5890-1215,2025-01-29,4494,431,1600
MasterCard,3608-2968-4994-1216,2019-05-16,2950,440,1200
Bank of America,3608-2067-4951-1055,2022-01-05,5632,232,1100
Wells Fargo,3608-2588-4329-1589,2019-12-21,4447,370,1600
BarclayCard US,3608-1192-5030-1745,2023-11-03,3549,575,1500
BarclayCard US,3608-1395-5884-1064,2023-06-08,3085,489,1500
American Express,3608-2588-4318-1265,2023-07-21,7358,676,1500
U.S. Bank,3608-2596-5489-1960,2020-12-26,2824,452,1100
American Express,3608-1721-5030-1216,2023-04-15,7062,522,1200
PNC,3608-2181-5407-1407,2019-04-13,6755,483,1200
MasterCard,3608-2800-4668-1593,2025-12-23,6084,041,1700
Capital One,3608-1721-4342-1301,2023-12-21,4948,938,1400
BarclayCard US,3608-2067-4005-1673,2020-07-25,3123,335,2000
PNC,3608-1721-5470-1442,2022-12-08,7213,735,1300
BarclayCard US,3608-2507-5015-1189,2022-11-05,4596,483,1400
American Express,3608-2067-5745-1278,2025-12-25,4778,622,1100
Chase,3608-2588-5791-1306,2024-08-01,4443,132,1600
Wells Fargo,3608-1192-4158-1518,2019-06-18,3111,791,1200
Visa,3608-2751-4458-1693,2023-02-22,3676,072,1300
USAA,3608-2507-5394-1188,2025-11-29,6597,643,1200
U.S. Bank,3608-1192-5196-1185,2019-05-13,3567,222,1300
MasterCard,3608-2751-4236-1476,2018-02-17,2616,161,1300
USAA,3608-1782-5691-1292,2025-01-12,2633,071,1700
Visa,3608-2751-4160-1837,2018-02-06,2546,154,1800
Visa,3608-1682-4657-1198,2021-01-16,6972,133,1400
Capital One,3608-2596-4668-1537,2023-11-20,4385,866,1200
BarclayCard US,3608-2968-5394-1821,2019-10-12,3177,351,1900
Citibank,3608-2181-4288-1558,2019-05-17,3052,132,1600
American Express,3608-1192-4951-1794,2019-01-08,6444,668,1200
Citibank,3608-1782-5333-1245,2018-05-25,5270,828,1400
PNC,3608-1192-4994-1220,2018-11-29,3259,042,1300
USAA,3608-2181-4951-1596,2021-01-19,4001,010,1300
Chase,3608-1395-5489-1344,2022-01-20,5080,581,1300
Citibank,3608-2596-5459-1052,2025-08-05,2222,773,1500
Discover,3608-1192-4458-1278,2018-12-31,2042,893,1500
Visa,3608-2596-4236-1381,2021-07-30,6284,399,1500
Visa,3608-2968-5407-1465,2024-10-27,4518,134,1100
Capital One,3608-1333-4038-1660,2020-09-06,5511,550,2000
U.S. Bank,3608-2181-5750-1900,2023-09-10,5889,745,1500
PNC,3608-2800-5152-1037,2025-07-12,5000,022,1600
PNC,3608-2588-5458-1916,2023-11-20,7684,037,1200
MasterCard,3608-2507-4354-1055,2018-05-09,7585,152,1400
BarclayCard US,3608-2588-5489-1976,2024-08-23,8042,834,1100
Visa,3608-2596-4318-1129,2025-05-27,2611,095,1400
Citibank,3608-2588-4580-1032,2022-04-06,2343,390,1800
Wells Fargo,3608-1192-5632-1693,2024-07-04,7280,332,1200
American Express,3608-2588-5459-1844,2019-02-24,4129,923,1400
Chase,3608-1682-4394-1381,2021-06-25,5000,178,1500
USAA,3608-2588-4458-1614,2023-12-02,3791,755,1000
Chase,3608-2588-5489-1597,2019-08-17,2185,719,1400
U.S. Bank,3608-2588-4711-1190,2020-07-31,5753,055,1000
MasterCard,3608-1192-5132-1623,2023-03-20,6190,733,1700
MasterCard,3608-2751-4038-1673,2020-10-29,3188,051,1300
American Express,3608-1395-4344-1300,2024-03-20,7314,408,1900
Visa,3608-2968-5632-1999,2025-05-01,2482,416,1200
Bank of America,3608-2181-4318-1361,2019-11-06,1970,171,1300
Discover,3608-2800-4005-1475,2022-07-29,6492,953,1500
MasterCard,3608-1395-4318-1157,2020-10-24,2923,528,1400
Chase,3608-2751-4856-1009,2020-08-14,7130,417,1700
BarclayCard US,3608-2800-5407-1037,2025-06-07,4364,041,1500
USAA,3608-2507-5632-1181,2022-04-22,4980,545,1600
Discover,3608-2507-4668-1163,2024-09-21,6264,547,1900
Visa,3608-2800-4951-1631,2025-12-06,3208,333,1100
Discover,3608-2181-5015-1300,2022-02-19,4422,464,2000
Chase,3608-1682-5884-1968,2019-12-24,3263,561,1900
Wells Fargo,3608-1721-4394-1134,2021-07-18,3669,043,1700
PNC,3608-2751-4394-1381,2021-08-05,6962,099,1100
BarclayCard US,3608-2507-5988-1795,2020-02-01,2741,470,1000
Citibank,3608-2507-5030-1216,2024-08-31,6475,734,1100
PNC,3608-1721-5470-1053,2022-11-03,5816,437,1000
Chase,3608-2800-5632-1435,2021-05-04,2101,487,1800
U.S. Bank,3608-2800-4994-1037,2018-04-17,7420,496,1600
Discover,3608-1682-4580-1255,2022-07-03,3060,117,1200
USAA,3608-1333-5394-1129,2022-11-21,6976,734,1200
PNC,3608-2968-5696-1157,2021-11-13,4073,653,1600
Visa,3608-2588-5489-1245,2021-10-16,7355,482,1600
Citibank,3608-2588-5015-1440,2022-02-19,6920,945,1900
Wells Fargo,3608-1333-4005-1056,2020-02-13,2131,800,1900
BarclayCard US,3608-2067-4038-1593,2024-06-12,2734,175,1000
USAA,3608-2588-5638-1629,2019-01-20,7113,082,1200
Bank of America,3608-1333-5884-1673,2023-08-11,3838,223,1200
USAA,3608-2507-4288-1300,2022-07-22,7847,492,1900
Citibank,3608-1333-5394-1475,2018-04-18,4580,788,1200
MasterCard,3608-2800-4038-1931,2019-04-21,6984,243,2000
Citibank,3608-2588-4394-1355,2018-05-08,7729,916,1200
Citibank,3608-2800-4657-1983,2019-10-10,3769,031,1600
USAA,3608-2800-5756-1244,2020-08-31,3949,176,1700
Chase,3608-2596-5890-1188,2023-12-10,2180,668,1700
Capital One,3608-2800-5394-1109,2021-04-01,6744,745,1000
Capital One,3608-2588-5030-1551,2018-03-23,6735,244,1700
Citibank,3608-1192-4264-1428,2024-06-05,3883,705,1700
Capital One,3608-1782-5634-1052,2018-01-15,5673,410,1400
Discover,3608-2588-5750-1960,2020-07-24,3253,537,1200
Wells Fargo,3608-1682-4329-1915,2022-11-25,5296,179,1500
MasterCard,3608-2588-5551-1465,2021-04-19,4208,735,1700
Discover,3608-1782-4329-1054,2019-03-17,3239,749,1700
BarclayCard US,3608-2588-4344-1839,2018-06-15,5720,498,1200
Bank of America,3608-1192-5766-1745,2025-01-01,2598,675,1700
U.S. Bank,3608-2588-4951-1686,2023-08-22,3441,079,1900
BarclayCard US,3608-1192-5458-1038,2020-09-12,2623,782,1700
MasterCard,3608-2067-4236-1617,2019-06-17,7086,822,1100
PNC,3608-2181-5489-1497,2023-05-22,4858,501,1700
Discover,3608-1192-5470-1537,2021-07-16,2039,445,1500
PNC,3608-2181-4329-1394,2019-07-27,4322,294,1900
Chase,3608-2588-5015-1121,2019-06-12,7833,270,1500
MasterCard,3608-2968-4951-1128,2021-04-06,5707,198,1600
Bank of America,3608-2800-4711-1856,2023-11-15,5809,154,1300
USAA,3608-1721-4264-1614,2025-06-02,4661,896,1100
PNC,3608-2067-5152-1121,2018-07-03,5897,664,1200
Wells Fargo,3608-2507-4005-1399,2023-06-13,4803,232,1200
Citibank,3608-1395-5459-1355,2025-02-08,2114,566,1200
Citibank,3608-2751-5724-1094,2023-08-18,2055,560,1000
PNC,3608-1782-4445-1936,2019-12-27,4078,276,1200
PNC,3608-1192-4342-1828,2024-04-11,6763,873,1700
Wells Fargo,3608-1192-4657-1053,2025-10-10,6417,053,1200
Discover,3608-1192-4288-1377,2022-07-20,2120,089,1300
Chase,3608-1395-4038-1189,2024-02-16,4353,754,1100
BarclayCard US,3608-1192-4342-1157,2021-11-14,6415,689,1200
Capital One,3608-1782-5030-1936,2025-01-06,3719,803,2000
USAA,3608-2800-4342-1980,2025-03-07,2628,540,1800
American Express,3608-1682-5015-1629,2020-11-24,3440,785,1300
PNC,3608-2067-5459-1053,2018-04-07,5458,166,1300
Bank of America,3608-1192-5724-1377,2019-09-23,6513,332,1800
USAA,3608-1682-4160-1593,2025-09-06,7566,375,1000
American Express,3608-1192-5745-1130,2021-01-12,4145,767,1100
Visa,3608-2800-5459-1128,2023-11-29,4021,735,1100
USAA,3608-2968-5038-1245,2020-08-11,6694,887,1000
American Express,3608-1682-5632-1497,2020-03-21,6009,463,1700
PNC,3608-2181-5038-1009,2020-06-08,3570,530,1400
Capital One,3608-1192-5745-1274,2024-01-20,6937,065,1500
Capital One,3608-1395-4994-1475,2018-04-20,5320,656,1400
Bank of America,3608-1192-4318-1094,2019-08-18,6605,781,1000
U.S. Bank,3608-1682-4394-1660,2024-05-27,7719,428,1100
Discover,3608-2181-5459-1216,2025-06-04,2802,572,1700
Visa,3608-2507-4657-1476,2021-09-20,5658,285,1600
Capital One,3608-2596-5983-1465,2018-02-27,3774,711,1900
Capital One,3608-1395-4394-1064,2021-05-26,2321,676,1000
Citibank,3608-2067-4236-1717,2022-10-02,3245,930,1700
Citibank,3608-2181-4342-1804,2025-09-22,7280,396,1500
Wells Fargo,3608-1782-4856-1215,2018-05-15,4986,008,1100
U.S. Bank,3608-2588-4160-1244,2020-07-13,5011,093,1700
Discover,3608-2067-4236-1322,2019-03-18,3190,603,1700
BarclayCard US,3608-2181-5988-1301,2022-01-17,6381,535,1400
USAA,3608-2588-5030-1892,2020-04-01,7168,043,1300
BarclayCard US,3608-2507-5038-1935,2022-06-17,6733,503,1700
Discover,3608-2067-4523-1292,2023-01-19,6517,903,1500
Wells Fargo,3608-2507-5152-1428,2024-10-30,3825,458,1100
Bank of America,3608-1333-4160-1761,2022-11-03,5669,039,1700
American Express,3608-1395-5152-1134,2025-01-11,7527,491,1000
MasterCard,3608-2588-4458-1355,2025-04-27,8014,695,1000
BarclayCard US,3608-2588-5696-1717,2023-02-11,7951,605,1900
American Express,3608-1782-4264-1983,2019-11-06,4016,699,1900
Visa,3608-2507-4711-1163,2020-03-20,6146,313,1800
BarclayCard US,3608-2507-5132-1435,2021-01-30,2303,093,2000
Chase,3608-1192-4668-1856,2025-02-14,3140,302,2000
Wells Fargo,3608-1721-5015-1537,2020-07-17,6897,356,1500
MasterCard,3608-1682-4342-1603,2023-04-20,3416,595,2000
BarclayCard US,3608-2596-5766-1583,2019-09-02,2172,426,1600
PNC,3608-2596-4038-1094,2018-05-21,6766,603,1400
PNC,3608-2067-4236-1915,2018-12-12,3651,719,1900
Wells Fargo,3608-1333-4657-1623,2025-06-12,4440,446,1700
Discover,3608-1192-5015-1407,2020-01-06,3521,428,1300
Discover,3608-1782-5333-1465,2023-07-12,3682,961,1400
USAA,3608-1782-5551-1214,2020-12-31,3360,217,1900
PNC,3608-1395-4394-1589,2022-03-11,2806,089,1300
Discover,3608-1192-4288-1157,2022-12-11,6753,429,1200
Bank of America,3608-2181-4005-1804,2023-11-22,6162,282,1400
MasterCard,3608-1395-4394-1129,2019-03-12,4495,557,1100
Visa,3608-2596-5696-1055,2025-01-31,3659,209,2000
PNC,3608-1395-4264-1361,2024-05-20,2678,316,1600
PNC,3608-1682-5333-1217,2024-01-18,7641,744,1600
MasterCard,3608-1782-5724-1128,2019-06-03,2902,132,1000
Chase,3608-1333-5634-1583,2020-09-11,5102,955,1100
Discover,3608-1682-5696-1936,2022-10-19,7317,808,1500
Capital One,3608-2968-5038-1589,2022-06-09,7251,900,1400
U.S. Bank,3608-2181-5766-1121,2021-12-28,4613,396,1300
MasterCard,3608-1682-5691-1182,2022-06-17,6624,702,1000
U.S. Bank,3608-2507-5489-1001,2025-08-11,2578,056,1900
Citibank,3608-2596-5015-1009,2019-03-30,4824,306,1500
USAA,3608-2067-5333-1068,2020-10-28,2039,434,1200
Chase,3608-2596-4318-1475,2019-03-26,4001,829,1800
